contig_id	length	score	pvalue
k141_165083_length_1098_cov_24.0000	1098	0.913431764	0.016730871
k141_165092_length_1414_cov_25.0000	1414	0.645186663	0.037521716
k141_165120_length_1389_cov_13.0000	1389	0.911895275	0.016919707
k141_165127_length_1219_cov_8.0000	1219	0.994417369	0.006250472
k141_165172_length_1995_cov_39.4029	1995	0.801547766	0.025096306
k141_165227_length_1090_cov_3.0000	1090	0.766574442	0.028061032
k141_165233_length_1746_cov_13.0000	1746	0.99999404	0.000585392
k141_165248_length_1717_cov_22.2881	1717	0.558609486	0.047057935
k141_165288_length_1012_cov_19.0000	1012	0.654104233	0.036766372
k141_165291_length_1012_cov_9.0000	1012	0.941559374	0.014615908
k141_165312_length_1206_cov_7.0000	1206	0.594439507	0.043073495
k141_165384_length_2458_cov_24.0104	2458	0.795244455	0.025700582
k141_165402_length_1980_cov_116.9239	1980	0.850151777	0.021508422
k141_165414_length_1349_cov_14.0662	1349	0.518274784	0.054989048
k141_165451_length_4401_cov_163.3246	4401	0.906360149	0.017259612
k141_165465_length_1313_cov_28.0000	1313	0.774731636	0.027400106
k141_165475_length_4577_cov_10.0000	4577	0.878253698	0.019374575
k141_165495_length_1114_cov_6.0000	1114	0.747557282	0.029326233
k141_165516_length_1076_cov_7.0000	1076	0.581790447	0.044319813
k141_165591_length_1066_cov_13.0000	1066	0.945158839	0.014162701
k141_165630_length_1207_cov_17.0113	1207	0.994038582	0.006439308
k141_16565_length_3199_cov_113.0912	3199	0.674494982	0.035142382
k141_165692_length_1981_cov_27.0000	1981	0.572645843	0.04530176
k141_165706_length_6839_cov_22.1303	6839	0.83009243	0.022962459
k141_165714_length_1423_cov_10.0000	1423	0.673532426	0.035255684
k141_165734_length_1407_cov_8.0000	1407	0.803030252	0.024945238
k141_165891_length_3871_cov_36.0000	3871	0.506806374	0.058237027
k141_165895_length_2256_cov_19.0000	2256	0.521954417	0.053988217
k141_16590_length_3348_cov_83.9988	3348	0.546784043	0.049361734
k141_16596_length_14376_cov_108.1377	14376	0.955504537	0.012954151
k141_166003_length_1827_cov_10.0000	1827	0.61169076	0.040939648
k141_166036_length_2160_cov_17.0000	2160	0.70593977	0.032593096
k141_166038_length_1183_cov_21.0000	1183	0.981589913	0.009083012
k141_166099_length_1907_cov_35.0000	1907	0.512423575	0.056424201
k141_166140_length_10111_cov_28.0557	10111	0.765607774	0.028098799
k141_166158_length_1067_cov_10.0000	1067	0.677721858	0.034934663
k141_166166_length_1441_cov_10.0000	1441	0.851927757	0.021376237
k141_16618_length_1916_cov_28.0000	1916	0.576450884	0.04482967
k141_16624_length_1849_cov_45.0000	1849	0.731435776	0.030421482
k141_166301_length_1163_cov_6.0000	1163	0.54024303	0.050456983
k141_166314_length_3029_cov_94.3774	3029	0.720605552	0.031365662
k141_166317_length_1708_cov_20.0000	1708	0.876052916	0.019752247
k141_16632_length_1888_cov_31.6096	1888	0.606685281	0.041562807
k141_166328_length_4901_cov_10.0000	4901	0.747872889	0.029326233
k141_166345_length_1694_cov_22.0000	1694	0.815926373	0.024019941
k141_16635_length_2033_cov_13.0000	2033	0.639214396	0.038220409
k141_166352_length_1103_cov_30.0000	1103	0.513951242	0.056046529
k141_166365_length_1886_cov_28.0000	1886	0.523736298	0.053572777
k141_166366_length_11763_cov_104.4932	11763	0.513453424	0.056216482
k141_166466_length_2265_cov_38.7580	2265	0.782818437	0.026663645
k141_166601_length_4501_cov_104.2362	4501	0.711498976	0.032196541
k141_166624_length_3994_cov_82.0000	3994	0.999938011	0.001302969
k141_166672_length_1322_cov_30.0000	1322	0.574495077	0.04509404
k141_166691_length_2833_cov_17.0000	2833	0.864814162	0.020526475
k141_166807_length_1233_cov_192.6905	1233	0.59328723	0.043224564
k141_166877_length_1949_cov_28.1460	1949	0.832249343	0.022811391
k141_166904_length_2011_cov_17.7909	2011	0.754286706	0.029005212
k141_166914_length_1548_cov_7.0000	1548	0.7964046	0.025606164
k141_166925_length_2228_cov_25.0000	2228	0.999999762	0.00026437
k141_166988_length_3292_cov_7.0000	3292	0.93574965	0.015087998
k141_16699_length_3019_cov_26.6616	3019	0.649967015	0.037144044
k141_167029_length_4047_cov_92.5225	4047	0.619003415	0.040127653
k141_167033_length_1517_cov_8.0000	1517	0.55398792	0.047888813
k141_167056_length_1488_cov_4.0000	1488	0.999139309	0.003361281
k141_167057_length_1366_cov_341.0727	1366	0.871927261	0.019959967
k141_167066_length_1386_cov_6.9920	1386	0.557761192	0.047265655
k141_167117_length_1523_cov_19.0000	1523	0.956417918	0.012803082
k141_16712_length_1810_cov_10.0000	1810	0.752403915	0.029118513
k141_167150_length_2133_cov_20.0000	2133	0.670187056	0.035595589
k141_167164_length_1058_cov_22.0000	1058	0.852653503	0.021357353
k141_167165_length_1038_cov_5.0000	1038	0.987105429	0.008006647
k141_167230_length_1231_cov_186.6505	1231	0.523617983	0.053591661
k141_167233_length_2136_cov_251.0000	2136	0.579517603	0.044527532
k141_167234_length_1227_cov_16.0552	1227	0.851494789	0.021414004
k141_167268_length_11445_cov_33.9788	11445	0.861098289	0.020753078
k141_167270_length_3245_cov_93.5477	3245	0.880572498	0.019204623
k141_167271_length_6114_cov_86.3929	6114	0.997561574	0.004966387
k141_16731_length_2921_cov_89.6079	2921	0.525880337	0.053213989
k141_167323_length_2268_cov_107.5585	2268	0.936439931	0.015012463
k141_16734_length_1382_cov_12.0000	1382	0.980324864	0.009252965
k141_167370_length_1282_cov_7.0000	1282	0.51330775	0.056235365
k141_167381_length_2149_cov_95.2440	2149	0.660840869	0.03618098
k141_167391_length_2075_cov_52.9664	2075	0.980242252	0.009252965
k141_167397_length_1212_cov_57.8982	1212	0.969620943	0.010914722
k141_167423_length_1555_cov_10.0000	1555	0.553815126	0.047888813
k141_167532_length_5631_cov_116.4760	5631	0.94438982	0.014257119
k141_167540_length_1708_cov_18.4946	1708	0.999900818	0.001586223
k141_167550_length_1052_cov_15.0000	1052	0.951005995	0.013501775
k141_167593_length_14853_cov_40.7314	14853	0.982270777	0.008950827
k141_167704_length_1168_cov_23.0000	1168	0.541620255	0.050154846
k141_167919_length_2208_cov_36.5917	2208	0.565148175	0.046359242
k141_167944_length_3218_cov_108.0058	3218	0.540515184	0.0504381
k141_167950_length_1438_cov_31.0000	1438	0.893806577	0.018184908
k141_167963_length_1248_cov_14.0036	1248	0.519102514	0.054743561
k141_168011_length_1055_cov_5.0000	1055	0.792002082	0.026002719
k141_168016_length_1194_cov_9.0000	1194	0.506814897	0.058237027
k141_16803_length_1235_cov_63.0000	1235	0.622365534	0.039806632
k141_168078_length_2496_cov_7.0000	2496	0.690161347	0.033971599
k141_168099_length_2596_cov_88.0456	2596	0.761623859	0.028570889
k141_16811_length_1426_cov_25.0000	1426	0.535160542	0.051363396
k141_16819_length_1685_cov_11.0000	1685	0.68854779	0.034047133
k141_168208_length_37987_cov_173.1496	37987	0.982389688	0.008950827
k141_168215_length_1396_cov_4.0000	1396	0.552971005	0.048020999
k141_168239_length_2466_cov_18.0000	2466	0.999731421	0.002266032
k141_168241_length_1437_cov_15.0000	1437	0.764140368	0.028306519
k141_168265_length_1498_cov_34.0000	1498	0.998349786	0.004380996
k141_168271_length_98112_cov_73.4507	98112	0.871119916	0.020054385
k141_168273_length_8235_cov_31.2275	8235	0.999514818	0.002908075
k141_168320_length_1388_cov_18.0000	1388	0.998644888	0.004097742
k141_168437_length_3067_cov_9.0000	3067	0.996295094	0.005683964
k141_168474_length_2179_cov_13.0000	2179	0.600647867	0.0422615
k141_168512_length_19904_cov_27.0153	19904	0.897384286	0.017939421
k141_168519_length_6539_cov_89.4648	6539	0.836134195	0.022528137
k141_168541_length_1004_cov_8.0000	1004	0.61754781	0.040335373
k141_168575_length_3093_cov_111.1667	3093	0.94965893	0.013671727
k141_168790_length_1085_cov_29.8475	1085	0.608093321	0.041430622
k141_168799_length_1545_cov_11.0000	1545	0.927325785	0.015824458
k141_168857_length_3952_cov_108.0073	3952	0.99213177	0.006911398
k141_168900_length_2359_cov_24.0000	2359	0.962882459	0.011972203
k141_16891_length_1257_cov_35.3683	1257	0.7941944	0.025795
k141_168926_length_2442_cov_16.9957	2442	0.891768694	0.018335977
k141_168953_length_1586_cov_19.0000	1586	0.668695688	0.035671123
k141_168959_length_1440_cov_5.0000	1440	0.503728032	0.059558879
k141_168960_length_1014_cov_23.0000	1014	0.909314632	0.017070776
k141_169012_length_2447_cov_111.9519	2447	0.997162223	0.005117456
k141_169070_length_1275_cov_13.0000	1275	0.608447313	0.041373971
k141_169082_length_1255_cov_19.0000	1255	0.902223945	0.017523982
k141_169132_length_3259_cov_16.0000	3259	0.533667088	0.051665534
k141_169154_length_2709_cov_21.0000	2709	0.556334019	0.047511141
k141_169188_length_8124_cov_31.3643	8124	0.94824326	0.01384168
k141_169309_length_3542_cov_126.0629	3542	0.776647806	0.027173503
k141_169311_length_8003_cov_96.6924	8003	0.741545081	0.029798323
k141_16932_length_4196_cov_70.4636	4196	0.944957495	0.014181585
k141_169341_length_2147_cov_25.4576	2147	0.552930474	0.048020999
k141_169346_length_2074_cov_21.0000	2074	0.997271419	0.005079689
k141_169372_length_1162_cov_198.7150	1162	0.92653513	0.015843342
k141_169379_length_2603_cov_246.8501	2603	0.539785922	0.05049475
k141_16939_length_4277_cov_28.0000	4277	0.698029041	0.033254022
k141_16942_length_1740_cov_13.0000	1740	0.568002343	0.045943802
k141_169437_length_10955_cov_31.2462	10955	0.723659396	0.031157942
k141_169464_length_1090_cov_10.0000	1090	0.68219918	0.034689176
k141_169517_length_2009_cov_117.3073	2009	0.884009719	0.018940252
k141_169593_length_1971_cov_144.1781	1971	0.996990383	0.005306292
k141_169597_length_2574_cov_98.5010	2574	0.880976439	0.019166856
k141_169605_length_1734_cov_96.0320	1734	0.760355592	0.028665307
k141_169645_length_1283_cov_33.8844	1283	0.643188715	0.037672785
k141_169690_length_1541_cov_6.0000	1541	0.990357757	0.007307954
k141_169699_length_1859_cov_24.0000	1859	0.509417713	0.057387265
k141_169714_length_2527_cov_11.0000	2527	0.673744559	0.0352368
k141_169726_length_4402_cov_24.0000	4402	0.991899967	0.006968049
k141_16974_length_2444_cov_8.0000	2444	0.999474585	0.002945842
k141_169794_length_1175_cov_18.0000	1175	0.811807692	0.024303195
k141_169795_length_3275_cov_141.2706	3275	0.835603595	0.02254702
k141_169813_length_1307_cov_16.0000	1307	0.871152401	0.020054385
k141_169858_length_1106_cov_4.0000	1106	0.794614434	0.025738349
k141_169877_length_1017_cov_28.0000	1017	0.990843296	0.007251303
k141_169923_length_18882_cov_18.2416	18882	0.883314908	0.019015787
k141_169935_length_1036_cov_47.0983	1036	0.938911319	0.014899162
k141_169956_length_1028_cov_9.0000	1028	0.99983108	0.001963895
k141_169961_length_2054_cov_92.5353	2054	0.838617802	0.022395951
k141_170038_length_1232_cov_22.0000	1232	0.801589251	0.025096306
k141_170106_length_1353_cov_15.0000	1353	0.999733686	0.002247149
k141_170172_length_1472_cov_12.9992	1472	0.761413455	0.028570889
k141_170175_length_3138_cov_108.6196	3138	0.853857219	0.021281819
k141_170189_length_4489_cov_62.0398	4489	0.927884102	0.015786691
k141_170209_length_1927_cov_19.0000	1927	0.61035943	0.041185135
k141_170251_length_1700_cov_17.0000	1700	0.534285605	0.051514465
k141_17028_length_3813_cov_114.2895	3813	0.883288741	0.019015787
k141_170296_length_1118_cov_9.0000	1118	0.997105479	0.005155223
k141_170308_length_6133_cov_104.5464	6133	0.931636333	0.01546567
k141_170377_length_1883_cov_15.0000	1883	0.717888594	0.031535614
k141_170380_length_1527_cov_28.0000	1527	0.634350419	0.038711383
k141_170416_length_1784_cov_19.9264	1784	0.512492001	0.056424201
k141_170472_length_6048_cov_327.3819	6048	0.720422029	0.031384546
k141_170491_length_1385_cov_6.9759	1385	0.996184587	0.005702848
k141_170493_length_1653_cov_20.0000	1653	0.671643198	0.03544452
k141_170500_length_1189_cov_11.0000	1189	0.614374816	0.040618627
k141_170506_length_1303_cov_12.0000	1303	0.808843851	0.024586449
k141_170528_length_1858_cov_8.0000	1858	0.989953756	0.007421255
k141_170582_length_1068_cov_187.7961	1068	0.829992652	0.022962459
k141_170596_length_1061_cov_26.0000	1061	0.688661814	0.034047133
k141_170660_length_1130_cov_35.0000	1130	0.895824432	0.018033839
k141_170695_length_1348_cov_14.0000	1348	0.81932056	0.023812221
k141_170724_length_1360_cov_20.0000	1360	0.991734505	0.007043583
k141_170740_length_1287_cov_20.1850	1287	0.770205736	0.027815545
k141_170797_length_1352_cov_9.0000	1352	0.771376669	0.027702243
k141_170808_length_270478_cov_128.8292	270478	0.758703232	0.028797492
k141_170838_length_6093_cov_92.3681	6093	0.557734728	0.047265655
k141_170839_length_2072_cov_55.3252	2072	0.509447813	0.057387265
k141_170844_length_4216_cov_126.0628	4216	0.601479292	0.042204849
k141_170846_length_1523_cov_19.0000	1523	0.999554396	0.002775889
k141_170878_length_2121_cov_29.7864	2121	0.585484564	0.043942141
k141_170945_length_1169_cov_35.9309	1169	0.682551444	0.034594758
k141_170979_length_1001_cov_22.7500	1001	0.998880029	0.003757837
k141_170997_length_1131_cov_19.0000	1131	0.999045014	0.00351235
k141_171002_length_2426_cov_25.0000	2426	0.5240466	0.053516127
k141_171045_length_4363_cov_23.0000	4363	0.735563815	0.030062694
k141_171048_length_1178_cov_7.0000	1178	0.924737453	0.015918876
k141_171084_length_2203_cov_15.0000	2203	0.521768391	0.054025984
k141_171138_length_1234_cov_6.0000	1234	0.604587257	0.041732759
k141_171181_length_1268_cov_6.0000	1268	0.90594244	0.017278495
k141_171220_length_3897_cov_100.0000	3897	0.999998391	0.000434323
k141_171223_length_1391_cov_18.4384	1391	0.606577396	0.041562807
k141_171250_length_2685_cov_321.2508	2685	0.540668786	0.050362565
k141_171254_length_1591_cov_7.0000	1591	0.995657325	0.005835033
k141_171268_length_10027_cov_26.3777	10027	0.847566843	0.021697258
k141_171387_length_1146_cov_20.0000	1146	0.50790602	0.057953773
k141_171429_length_1035_cov_5.0000	1035	0.96896112	0.01106579
k141_171466_length_1438_cov_22.0000	1438	0.760889113	0.028608656
k141_171548_length_1215_cov_5.0000	1215	0.997595906	0.004947504
k141_171567_length_1152_cov_28.3937	1152	0.518070102	0.055026815
k141_171585_length_1299_cov_10.0000	1299	0.565878987	0.046283707
k141_171730_length_2802_cov_1156.0000	2802	0.938745737	0.014936929
k141_171782_length_1895_cov_19.0000	1895	0.644972444	0.037521716
k141_171846_length_2973_cov_52.0660	2973	0.646937311	0.037389531
k141_171896_length_1240_cov_11.0000	1240	0.99908179	0.003417932
k141_171907_length_2480_cov_28.0000	2480	0.792343259	0.025983836
k141_171911_length_5066_cov_17.0000	5066	0.999604523	0.002643704
k141_171937_length_1110_cov_128.9979	1110	0.788310051	0.026248206
k141_171979_length_1745_cov_6.0000	1745	0.998917043	0.003738953
k141_172007_length_3468_cov_21.0000	3468	0.991615891	0.007062467
k141_172012_length_1148_cov_6.0000	1148	0.711347818	0.032196541
k141_172097_length_1114_cov_6.0000	1114	0.599087477	0.042412569
k141_17210_length_1922_cov_84.9416	1922	0.895862341	0.018033839
k141_172121_length_1965_cov_36.0658	1965	0.586107671	0.043847723
k141_172161_length_4406_cov_121.5475	4406	0.521943808	0.053988217
k141_17218_length_1041_cov_7.0000	1041	0.854178429	0.021206284
k141_172221_length_4666_cov_32.0000	4666	0.779327929	0.026909132
k141_172223_length_24486_cov_56.0000	24486	0.99967134	0.002435985
k141_172289_length_7593_cov_29.6076	7593	0.746841311	0.029326233
k141_172301_length_3715_cov_18.0000	3715	0.55946213	0.046944633
k141_172303_length_1111_cov_176.0381	1111	0.736789227	0.030024926
k141_172334_length_6270_cov_41.1020	6270	0.885157347	0.018883601
k141_172369_length_2215_cov_22.0000	2215	0.53396076	0.051552232
k141_17249_length_1596_cov_155.0227	1596	0.837962151	0.022433719
k141_172539_length_1540_cov_37.6097	1540	0.99945128	0.002964725
k141_172676_length_3243_cov_388.0000	3243	0.986899257	0.008101065
k141_172696_length_1256_cov_15.0000	1256	0.788684011	0.026229322
k141_1727_length_1139_cov_16.0000	1139	0.679572821	0.034859128
k141_172756_length_1441_cov_11.0000	1441	0.529310942	0.052628597
k141_172763_length_1618_cov_6.0000	1618	0.934492946	0.015201299
k141_172779_length_2654_cov_10.0000	2654	0.572990835	0.045263993
k141_172903_length_5099_cov_24.0000	5099	0.97382772	0.01006496
k141_172940_length_1445_cov_16.0000	1445	0.941466331	0.014615908
k141_172957_length_2211_cov_16.3319	2211	0.524515271	0.053346174
k141_173010_length_1977_cov_10.0000	1977	0.596879005	0.042752474
k141_173156_length_3903_cov_28.0739	3903	0.550596416	0.048663041
k141_173279_length_4096_cov_114.0159	4096	0.568535328	0.045830501
k141_17329_length_2873_cov_12.0000	2873	0.651479602	0.036917441
k141_173331_length_1075_cov_23.0000	1075	0.869883657	0.020167686
k141_173390_length_1121_cov_13.0000	1121	0.557549536	0.047303422
k141_173466_length_1353_cov_33.9703	1353	0.990621805	0.007251303
k141_173515_length_1011_cov_78.5402	1011	0.986120582	0.008327668
k141_173529_length_1028_cov_5.0000	1028	0.522645235	0.05374273
k141_173536_length_1786_cov_48.0000	1786	0.548407674	0.049116247
k141_173551_length_1543_cov_16.0000	1543	0.580003381	0.044470881
k141_173560_length_5558_cov_39.8724	5558	0.741661251	0.029798323
k141_173561_length_1951_cov_76.4961	1951	0.771367311	0.027702243
k141_173674_length_1937_cov_127.4644	1937	0.611858368	0.040939648
k141_173774_length_1753_cov_133.7773	1753	0.760970473	0.028589773
k141_173786_length_4081_cov_105.1830	4081	0.512124419	0.056556386
k141_173806_length_1883_cov_26.0000	1883	0.523801565	0.053572777
k141_173827_length_5395_cov_22.7425	5395	0.632121563	0.038881335
k141_173851_length_1452_cov_23.0107	1452	0.800460577	0.025209608
k141_173857_length_1980_cov_48.6417	1980	0.600831866	0.0422615
k141_173899_length_9956_cov_32.5525	9956	0.50333786	0.059785482
k141_173947_length_6956_cov_36.0000	6956	0.984039545	0.008686457
k141_174028_length_2025_cov_106.9363	2025	0.919136882	0.01640985
k141_174036_length_1503_cov_26.0000	1503	0.5161587	0.055517788
k141_174077_length_1360_cov_8.0000	1360	0.887771606	0.018694765
k141_174107_length_5179_cov_16.0000	5179	0.849231601	0.021546189
k141_174142_length_1324_cov_112.6948	1324	0.927933335	0.015786691
k141_17421_length_3993_cov_64.0260	3993	0.635330439	0.038635849
k141_174258_length_1349_cov_14.0000	1349	0.872153521	0.019941083
k141_174260_length_22358_cov_138.4439	22358	0.769414961	0.027853312
k141_174343_length_5474_cov_13.0000	5474	0.539878964	0.05049475
k141_174382_length_1710_cov_10.0000	1710	0.997587204	0.004947504
k141_174429_length_6407_cov_29.2059	6407	0.720910072	0.031346778
k141_174431_length_2907_cov_103.0922	2907	0.699302673	0.033102953
k141_174449_length_1330_cov_6.4500	1330	0.973275661	0.010178261
k141_17448_length_2369_cov_37.0036	2369	0.999562383	0.002775889
k141_174507_length_5694_cov_28.1704	5694	0.75020045	0.029231815
k141_174547_length_4807_cov_39.9976	4807	0.911515355	0.016957474
k141_174648_length_3523_cov_127.8211	3523	0.514360905	0.056008762
k141_174659_length_1059_cov_22.0000	1059	0.756373405	0.028873027
k141_174699_length_2472_cov_105.5779	2472	0.894936681	0.018052723
k141_174714_length_1020_cov_4.0000	1020	0.745790124	0.029439535
k141_174764_length_2095_cov_8.0000	2095	0.98548758	0.008459853
k141_174793_length_1597_cov_44.0000	1597	0.824723363	0.023396782
k141_174889_length_2268_cov_206.0287	2268	0.615052342	0.040524209
k141_174909_length_4272_cov_85.8785	4272	0.667264402	0.035765541
k141_174923_length_2649_cov_56.0000	2649	0.561169326	0.046699146
k141_174999_length_1835_cov_100.2562	1835	0.621116519	0.039938817
k141_175007_length_2131_cov_24.0000	2131	0.665724576	0.035897726
k141_175008_length_1200_cov_17.0000	1200	0.964033842	0.011726717
k141_175031_length_2422_cov_25.9759	2422	0.630764008	0.039107939
k141_175036_length_1090_cov_16.0000	1090	0.923579454	0.016013294
k141_175060_length_13841_cov_98.5777	13841	0.927264512	0.015843342
k141_175099_length_2404_cov_128.9567	2404	0.83547473	0.02254702
k141_175112_length_7435_cov_114.9704	7435	0.794110835	0.025795
k141_175207_length_1821_cov_20.0000	1821	0.905193448	0.017297379
k141_175218_length_1337_cov_16.0000	1337	0.990227461	0.007326837
k141_175231_length_1127_cov_5.0000	1127	0.875294805	0.019790014
k141_175259_length_1577_cov_9.0000	1577	0.638415217	0.038258177
k141_175266_length_2095_cov_26.0000	2095	0.99943006	0.002964725
k141_175275_length_3513_cov_86.4653	3513	0.775764704	0.027249037
k141_17532_length_1165_cov_32.0000	1165	0.739532888	0.029949392
k141_175342_length_1195_cov_17.0000	1195	0.574926257	0.045075157
k141_175371_length_1218_cov_9.0000	1218	0.563128948	0.04651031
k141_175377_length_3230_cov_77.9540	3230	0.881239831	0.019129088
k141_175383_length_2634_cov_27.9567	2634	0.999946952	0.001170783
k141_175395_length_1204_cov_5.0000	1204	0.737102866	0.030024926
k141_17540_length_5046_cov_24.0000	5046	0.6479882	0.037257346
k141_175469_length_6839_cov_30.0237	6839	0.646195233	0.037446182
k141_175529_length_1406_cov_37.0000	1406	0.555563986	0.047605559
k141_175634_length_4176_cov_319.0000	4176	0.52459389	0.053346174
k141_175641_length_1846_cov_30.0106	1846	0.993782282	0.006590377
k141_175750_length_2269_cov_12.0000	2269	0.718454421	0.031535614
k141_175767_length_1034_cov_5.0000	1034	0.503115773	0.059936551
k141_175879_length_4627_cov_44.8683	4627	0.575502515	0.045018506
k141_175904_length_1196_cov_10.0000	1196	0.765437841	0.028117683
k141_175920_length_2157_cov_81.7178	2157	0.672477067	0.035350102
k141_175977_length_2099_cov_346.3110	2099	0.920496702	0.016315432
k141_17598_length_2187_cov_26.0000	2187	0.506018221	0.058652466
k141_175984_length_2072_cov_10.0000	2072	0.745883048	0.029420651
k141_175991_length_1948_cov_157.0000	1948	0.552461386	0.048115417
k141_176078_length_1333_cov_2425.0000	1333	0.987229586	0.008006647
k141_17609_length_51487_cov_73.8638	51487	0.769633412	0.027853312
k141_176257_length_2742_cov_178.1050	2742	0.512394786	0.056461968
k141_176323_length_1026_cov_5.0000	1026	0.992825806	0.006779213
k141_17637_length_7987_cov_141.3213	7987	0.507735491	0.057953773
k141_176450_length_1429_cov_17.0000	1429	0.990023494	0.007383488
k141_176457_length_2735_cov_23.4013	2735	0.999859214	0.001907244
k141_176470_length_5155_cov_63.0000	5155	0.659462154	0.036369816
k141_176471_length_1208_cov_6.0000	1208	0.503744304	0.059558879
k141_176508_length_4038_cov_37.2199	4038	0.770202637	0.027815545
k141_176533_length_3405_cov_85.9274	3405	0.689457476	0.03402825
k141_176599_length_13613_cov_42.9998	13613	0.999999762	0.00026437
k141_176633_length_1297_cov_10.0000	1297	0.999884248	0.001756175
k141_176686_length_1152_cov_265.0000	1152	0.542851686	0.050003777
k141_1767_length_2513_cov_142.1863	2513	0.526471078	0.053081804
k141_17671_length_6979_cov_108.6040	6979	0.983323097	0.008799758
k141_176720_length_1887_cov_13.2892	1887	0.915107846	0.016598686
k141_176747_length_2013_cov_15.0000	2013	0.987269759	0.008006647
k141_176748_length_1179_cov_6.0000	1179	0.940017581	0.014804744
k141_176750_length_1318_cov_1652.0000	1318	0.807057977	0.024718634
k141_176756_length_4527_cov_23.0000	4527	0.752727509	0.029118513
k141_176761_length_1223_cov_17.0000	1223	0.50503242	0.059086789
k141_176767_length_1519_cov_9.0000	1519	0.999953866	0.001095249
k141_176822_length_4954_cov_22.3580	4954	0.747484446	0.029326233
k141_176871_length_21004_cov_29.6441	21004	0.630530715	0.039107939
k141_176886_length_7909_cov_69.9712	7909	0.783518672	0.026625878
k141_176907_length_15196_cov_80.2838	15196	0.551944554	0.048285369
k141_176908_length_1508_cov_26.0000	1508	0.538750231	0.050645819
k141_176922_length_1415_cov_12.0000	1415	0.754565716	0.029005212
k141_176945_length_1046_cov_26.0000	1046	0.994535565	0.006212705
k141_177011_length_2137_cov_127.3397	2137	0.979392409	0.009347383
k141_177055_length_4196_cov_25.2580	4196	0.874970794	0.019808898
k141_177106_length_1011_cov_5.0000	1011	0.707823515	0.032517562
k141_17719_length_1186_cov_33.0000	1186	0.772149324	0.027588942
k141_177214_length_1010_cov_65.2900	1010	0.747034967	0.029326233
k141_17722_length_8284_cov_72.5438	8284	0.921287119	0.016258781
k141_177272_length_4037_cov_95.2749	4037	0.591246307	0.043470051
k141_177297_length_4547_cov_86.1239	4547	0.581126928	0.04435758
k141_177300_length_1980_cov_17.0000	1980	0.536930084	0.051042375
k141_177310_length_1235_cov_16.0000	1235	0.999999762	0.00026437
k141_17733_length_2205_cov_31.0000	2205	0.94506532	0.014181585
k141_17739_length_1333_cov_51.0000	1333	0.993088424	0.006741446
k141_177481_length_55062_cov_89.3814	55062	0.702850759	0.032763049
k141_177502_length_1222_cov_16.0000	1222	0.835426569	0.02254702
k141_177534_length_1517_cov_22.0000	1517	0.963042498	0.011934436
k141_177541_length_1150_cov_15.0000	1150	0.516248405	0.055498905
k141_177718_length_1533_cov_18.0000	1533	0.997159481	0.005117456
k141_177743_length_6069_cov_114.7222	6069	0.612761021	0.040807463
k141_177753_length_1095_cov_7.0000	1095	0.580924273	0.04435758
k141_177757_length_3979_cov_39.0000	3979	0.999989152	0.000660926
k141_177770_length_1314_cov_9.0000	1314	0.613871157	0.040694161
k141_177790_length_1802_cov_147.8573	1802	0.983018041	0.008875293
k141_177832_length_17055_cov_50.2241	17055	0.976821899	0.009687288
k141_17785_length_3725_cov_87.6451	3725	0.922403693	0.016107712
k141_177954_length_2417_cov_82.0000	2417	0.774792373	0.027400106
k141_178021_length_2586_cov_82.4928	2586	0.688010395	0.034103784
k141_178029_length_1378_cov_17.0000	1378	0.97446382	0.010008309
k141_178109_length_1654_cov_6.0000	1654	0.731022	0.030459249
k141_178119_length_1036_cov_18.0000	1036	0.997057915	0.005249641
k141_178153_length_2836_cov_87.0850	2836	0.747070611	0.029326233
k141_178293_length_1063_cov_9.0000	1063	0.9992342	0.003247979
k141_178300_length_1082_cov_4.0000	1082	0.920863926	0.016277664
k141_178326_length_2504_cov_113.4769	2504	0.577154696	0.044810786
k141_178354_length_3126_cov_78.7876	3126	0.977842271	0.009555102
k141_17842_length_1091_cov_8.2126	1091	0.507940948	0.057916006
k141_178423_length_1479_cov_11.0000	1479	0.546460748	0.049475036
k141_178486_length_15726_cov_32.4400	15726	0.656449318	0.03659642
k141_178561_length_9999_cov_28.0000	9999	0.603366911	0.041883828
k141_178576_length_1155_cov_5.0000	1155	0.547874331	0.049172898
k141_178617_length_1472_cov_6.0000	1472	0.987034202	0.008044414
k141_178695_length_1048_cov_3.0000	1048	0.963320971	0.011858902
k141_178738_length_1421_cov_30.4609	1421	0.999778986	0.002058313
k141_178762_length_1606_cov_28.0000	1606	0.973303437	0.010178261
k141_178787_length_1448_cov_5.0000	1448	0.994131088	0.006382657
k141_178808_length_1391_cov_10.8736	1391	0.560533941	0.046774681
k141_178861_length_5330_cov_7.0000	5330	0.554342926	0.047813279
k141_178879_length_3494_cov_91.7644	3494	0.57581085	0.044980739
k141_178914_length_17690_cov_38.0000	17690	0.925779939	0.015881109
k141_178949_length_1095_cov_12.0000	1095	0.731461167	0.030421482
k141_178958_length_15884_cov_77.5700	15884	0.637209833	0.038409245
k141_178992_length_1064_cov_10.0000	1064	0.731128335	0.030440366
k141_178997_length_1561_cov_9.0000	1561	0.846193135	0.021848327
k141_179037_length_1232_cov_17.0000	1232	0.830468059	0.022943576
k141_179078_length_1222_cov_7.0000	1222	0.972881079	0.010216028
k141_179092_length_2211_cov_48.9966	2211	0.712418079	0.032083239
